Date,Tmax_C,Tmin_C,Rainfall_mm,Division
19810525,31.13,24.76,6.12,Sylhet
19810526,31.72,24.77,12.07,Sylhet
19810527,32.02,23.56,18.34,Sylhet
19810528,30.66,23.4,26.14,Sylhet
19810529,29.75,24.49,31.67,Sylhet
19810530,31.0,23.9,17.37,Sylhet
19810531,30.83,24.29,12.19,Sylhet
19810601,29.36,24.36,7.62,Sylhet
19810602,32.1,23.92,5.38,Sylhet
19810603,30.33,24.69,10.78,Sylhet
19810604,32.61,23.54,3.72,Sylhet
19810605,31.72,25.28,6.6,Sylhet
19810606,31.88,24.54,16.1,Sylhet
19810607,31.22,24.02,0.11,Sylhet
19810608,31.91,23.62,3.63,Sylhet
19810609,31.52,24.62,0.27,Sylhet
19810610,33.01,24.68,11.34,Sylhet
19810611,33.07,25.14,1.26,Sylhet
19810612,33.85,25.04,2.69,Sylhet
19810613,31.42,25.67,3.76,Sylhet
19810614,34.58,26.24,2.42,Sylhet
19810615,31.59,26.33,2.08,Sylhet
19810616,31.46,24.84,14.4,Sylhet
19810617,30.73,24.4,0.95,Sylhet
19810618,32.84,23.34,0.4,Sylhet
19810619,32.9,25.24,17.9,Sylhet
19810620,33.46,25.36,22.06,Sylhet
19810621,32.41,25.86,9.88,Sylhet
19810622,32.52,24.7,1.98,Sylhet
19810623,33.07,25.81,0.64,Sylhet
19810624,33.16,25.06,6.34,Sylhet
19810625,32.63,24.8,3.33,Sylhet
19810626,30.01,24.82,3.54,Sylhet
19810627,31.81,24.73,5.25,Sylhet
19810628,29.2,24.68,10.21,Sylhet
19810629,31.6,24.8,10.74,Sylhet
19810630,32.48,24.92,16.26,Sylhet
19810701,31.38,25.26,36.16,Sylhet
19810702,30.53,25.35,61.31,Sylhet
19810703,31.25,25.23,67.74,Sylhet
19810704,31.52,25.05,18.34,Sylhet
19810705,31.93,24.95,3.13,Sylhet
19810706,33.72,25.67,2.87,Sylhet
19810707,31.44,25.32,3.03,Sylhet
19810708,33.84,25.25,14.25,Sylhet
19810709,32.21,24.9,5.6,Sylhet
19810710,32.2,24.8,14.82,Sylhet
19810711,33.97,24.97,3.79,Sylhet
19810712,30.64,25.3,21.92,Sylhet
19810713,31.3,24.58,10.73,Sylhet
19810714,31.35,24.49,93.25,Sylhet
19810715,31.14,25.1,45.12,Sylhet
19810716,29.51,24.9,27.89,Sylhet
19810717,29.14,24.43,20.99,Sylhet
19810718,28.8,24.33,18.25,Sylhet
19810719,31.59,23.55,11.43,Sylhet
19810720,31.8,25.32,0.69,Sylhet
19810721,30.6,25.17,9.46,Sylhet
19810722,32.71,25.71,9.84,Sylhet
19810723,32.5,24.72,3.88,Sylhet
19810724,28.42,24.92,5.3,Sylhet
19810725,30.39,24.39,3.46,Sylhet
19810726,31.06,25.04,31.55,Sylhet
19810727,30.78,25.03,20.4,Sylhet
19810728,31.2,24.29,1.32,Sylhet
19810729,30.53,25.31,1.86,Sylhet
19810730,29.51,24.95,25.17,Sylhet
19810731,31.21,24.52,10.48,Sylhet
19810801,29.89,24.95,13.64,Sylhet
19810802,30.02,25.4,8.66,Sylhet
19810803,29.2,25.43,10.85,Sylhet
19810804,30.21,24.92,5.34,Sylhet
19810805,32.11,25.48,6.45,Sylhet
19810806,32.92,25.54,7.47,Sylhet
19810807,31.47,25.38,6.12,Sylhet
19810808,33.2,26.08,13.61,Sylhet
19810809,30.88,24.98,16.31,Sylhet
19810810,31.36,24.56,11.29,Sylhet
19810811,30.08,25.29,22.46,Sylhet
19810812,32.56,25.89,5.37,Sylhet
19810813,33.12,26.54,12.99,Sylhet
19810814,32.38,26.03,15.43,Sylhet
19810815,32.07,25.55,1.77,Sylhet
19810816,30.57,24.76,9.14,Sylhet
19810817,31.12,24.44,8.12,Sylhet
19810818,30.78,24.38,9.13,Sylhet
